ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Date,Year,Month,Day_of_Week,Hour
A-1391711,2,2021-11-20 15:33:09,2021-11-20 17:18:09,45.470041,-122.683135,45.466621,-122.693605,0.56,Incident on I-5 SB near MP 297 Right lane blocked. Expect delays.,,I-5 S,R,Portland,Multnomah,OR,97219,US,US/Pacific,KPDX,2021-11-20 15:53:00,51.0,51.0,61.0,30.49,10.0,N,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-20,2021,11,5,15
A-1391882,2,2021-07-19 11:25:30,2021-07-19 11:39:30,45.531381,-122.665202,45.53964000000001,-122.670591,0.627,Slow traffic on Pacific Highway 1 N - I-5 N - US-30 W - Pacific Highway 1 S from I-84/US-30/Exit 301 (I-5) to I-405/US-30/Exit 302 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-07-19 11:53:00,76.0,76.0,40.0,30.09,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-19,2021,7,0,11
A-1392028,2,2021-11-25 15:09:08,2021-11-25 16:09:08,45.532976,-122.632387,45.529966,-122.646047,0.693,A crash has the wb right lane blocked at 21st Ave use caution.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-11-25 14:53:00,56.0,56.0,47.0,30.21,10.0,SSE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-25,2021,11,3,15
A-1392029,2,2021-10-13 21:12:20,2021-10-14 05:12:20,45.530179,-122.641518,45.529998,-122.645442,0.19,A disabled vehicle is creating a hazard. Use caution.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-13 20:53:00,51.0,51.0,83.0,30.14,10.0,SE,5.0,0.01,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-10-13,2021,10,2,21
A-1392437,2,2021-06-18 06:32:47,2021-06-18 14:32:47,45.542203,-122.67313500000002,45.546343,-122.682525,0.537,A fire in the area is causing no to minimum delays. Use caution.,,I-5 N,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-06-18 06:53:00,59.0,59.0,72.0,30.09,10.0,NW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-18,2021,6,4,6
A-1392890,2,2021-08-02 15:15:50,2021-08-02 17:15:50,45.562666,-122.571283,45.562784,-122.571299,0.008,An abandoned vehicle has the right lane closed WB at 89th. Use caution.,,NE Columbia Pkwy,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-08-02 14:53:00,88.0,88.0,42.0,29.97,10.0,NW,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-08-02,2021,8,0,15
A-1393331,2,2021-05-19 05:43:00,2021-05-19 09:08:30,45.507844,-122.721845,45.514872,-122.691519,1.547,Slow traffic on Sunset Hwy E - US-26 E from exit [72] to exit [74] due to accident.,,Sunset Hwy E,R,Portland,Multnomah,OR,97221,US,US/Pacific,KPDX,2021-05-19 05:53:00,42.0,42.0,85.0,30.11,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-19,2021,5,2,5
A-1393341,2,2021-09-27 04:49:44,2021-09-27 06:49:44,45.563467,-122.678714,45.559917,-122.678964,0.246,A stall has been reported on the SB exiti to Alberta. Use caution.,,Pacific Highway 1 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-09-27 04:53:00,60.0,60.0,86.0,29.79,5.0,CALM,0.0,0.05,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-09-27,2021,9,0,4
A-1393827,2,2021-07-09 09:19:00,2021-07-09 16:19:19,45.510595,-122.78478,45.507057,-122.745315,1.926,Stationary traffic on Sunset Hwy E - US-26 E from exit [69A] to exit [71] due to accident.,,Sunset Hwy E,R,Portland,Washington,OR,97225,US,US/Pacific,KHIO,2021-07-09 08:53:00,61.0,61.0,75.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-09,2021,7,4,9
A-1393860,2,2021-12-03 06:14:00,2021-12-03 15:55:09,36.582526,-86.611207,36.515629,-86.651036,5.124,Stationary traffic on I-65 S from TN-52/Exit 117 (I-65) to TN-76/Exit 108 (I-65) due to accident.,,I-65 S,R,Portland,Robertson,TN,37148,US,US/Central,KBWG,2021-12-03 05:53:00,40.0,40.0,89.0,29.47,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-12-03,2021,12,4,6
A-1393899,2,2021-10-11 06:26:58,2021-10-11 14:26:58,45.529966,-122.646067,45.525378,-122.662061,0.8370000000000001,Right lane closed due to stall. Use caution.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-11 06:53:00,43.0,40.0,86.0,30.23,10.0,SE,5.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-10-11,2021,10,0,6
A-1393900,2,2021-09-01 11:45:30,2021-09-01 14:09:30,45.533913,-122.58028,45.533761,-122.625572,2.192,Slow traffic on I-84 W - US-30 W from I-205/Exit 6 (I-84) to 39th Ave/Exit 2 (I-84) due to accident.,,NE Halsey St,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-09-01 11:53:00,65.0,65.0,52.0,29.96,10.0,WNW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-01,2021,9,2,11
A-1394018,2,2021-07-02 18:19:00,2021-07-02 19:59:00,45.515427,-122.688598,45.530439,-122.686824,1.041,Slow traffic on I-405 N from US-26/Exit 1D (NB) (I-405) to US-30/Exit 3 (I-405) due to accident.,,I-405 N,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-07-02 17:53:00,85.0,85.0,38.0,29.91,10.0,NNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-07-02,2021,7,4,18
A-1394087,2,2021-10-12 22:51:12,2021-10-13 00:36:12,45.514436,-122.701009,45.508416,-122.722859,1.137,A crash has the Westbound left lane closed near the zoo use caution.,,Sunset Hwy W,R,Portland,Multnomah,OR,97205,US,US/Pacific,KPDX,2021-10-12 22:53:00,48.0,45.0,80.0,30.02,10.0,SSE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-10-12,2021,10,1,22
A-1394532,2,2021-09-18 12:16:30,2021-09-18 12:37:00,45.515485,-122.693263,45.515796,-122.699456,0.301,Slow traffic on Sunset Hwy W - US-26 W from I-405/Market St (US-26) to Canyon Rd/Exit 73 (US-26) due to accident.,,US-26 W,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-09-18 11:53:00,60.0,60.0,86.0,29.76,10.0,S,8.0,0.03,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-18,2021,9,5,12
A-1394636,2,2021-10-13 16:17:09,2021-10-13 18:02:09,45.449806,-122.642022,45.445376,-122.642842,0.309,Incident on OR-99E SB near MP 5 Drive with caution.,9985.0, SE McLoughlin Blvd,R,Portland,Clackamas,OR,97222,US,US/Pacific,KPDX,2021-10-13 15:53:00,54.0,54.0,72.0,30.13,10.0,SW,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-13,2021,10,2,16
A-1394826,2,2021-11-02 14:04:00,2021-11-02 14:14:30,45.584091,-122.679107,45.588518,-122.681076,0.32,Slow traffic on Pacific Highway 1 N - I-5 N from US-30 Byp/Lombard St/Exit 305 (I-5) to Victory Blvd/Exit 306 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-11-02 13:53:00,51.0,51.0,89.0,30.16,10.0,NE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-11-02,2021,11,1,14
A-1394830,2,2021-07-02 23:29:40,2021-07-03 01:29:39,45.479252,-122.565628,45.482623,-122.565806,0.233,A stall has the Northbound right lane closed use caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-07-02 23:53:00,68.0,68.0,70.0,29.94,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day,2021-07-02,2021,7,4,23
A-1394929,2,2021-10-14 06:34:03,2021-10-14 08:19:03,45.54037,-122.67141200000002,45.529685,-122.665323,0.795,A crash has left lane SB at Broadway closed. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-10-14 06:53:00,51.0,51.0,83.0,30.18,10.0,VAR,3.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-10-14,2021,10,3,6
A-1394930,2,2021-08-23 16:47:00,2021-08-23 18:28:00,45.541636,-122.672679,45.529685,-122.665323,0.899,Slow traffic on US-30 E - Pacific Highway 1 S - I-5 S from I-405/US-30/Exit 302 (I-5) to I-84/US-30/Exit 301 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97227,US,US/Pacific,KPDX,2021-08-23 16:53:00,74.0,74.0,35.0,29.96,10.0,N,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-23,2021,8,0,16
A-1395502,2,2021-12-27 14:24:10,2021-12-27 16:24:10,45.500629,-122.674832,45.501274,-122.675398,0.052,Hazardous debris has been reported on the WB ramp to SB I-5. Use caution. Ramps Affected.,,S Kelly Ave,R,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,2021-12-27 14:53:00,29.0,29.0,72.0,29.83,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-27,2021,12,0,14
A-1395644,2,2021-10-21 14:37:30,2021-10-21 18:55:00,45.569919,-122.678737,45.545281,-122.677547,1.703,Slow traffic on Pacific Highway 1 S - I-5 S from exit [304] to I-405 exit [302B] due to accident.,,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-10-21 14:53:00,66.0,66.0,52.0,29.65,10.0,ESE,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-21,2021,10,3,14
A-1395832,2,2021-10-21 14:37:30,2021-10-21 18:55:00,45.574481,-122.67874,45.549769,-122.678796,1.707,Slow traffic on Pacific Highway 1 S - I-5 S from US-30 Byp/Lombard St/Exit 305 (I-5) to I-405/US-30/Exit 302 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-10-21 14:53:00,66.0,66.0,52.0,29.65,10.0,ESE,13.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-21,2021,10,3,14
A-1396390,2,2021-08-12 21:22:08,2021-08-12 23:22:08,45.50777100000001,-122.743753,45.508708,-122.738383,0.268,A disabled vehicle awaiting a tow truck is creating a hazard. Use caution.,,Sunset Hwy E,R,Portland,Multnomah,OR,97221,US,US/Pacific,KPDX,2021-08-12 20:53:00,93.0,93.0,41.0,29.85,10.0,WNW,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-08-12,2021,8,3,21
A-1396942,2,2021-10-26 20:13:00,2021-10-26 21:53:30,45.529966,-122.646067,45.524898,-122.664758,0.97,Stationary traffic on I-84 W - US-30 W from exit [1] to US-30 E due to accident.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-26 19:53:00,55.0,55.0,83.0,29.9,10.0,S,8.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-10-26,2021,10,1,20
A-1396943,2,2021-09-15 18:39:00,2021-09-15 19:50:30,45.532972,-122.632405,45.525293,-122.663556,1.598,Stationary traffic on I-84 W - US-30 W from 43rd Ave exit [2] to US-30 E due to accident.,,I-84 W,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-09-15 18:53:00,65.0,65.0,33.0,30.04,10.0,NW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-15,2021,9,2,18
A-1397014,2,2021-09-26 08:25:40,2021-09-26 16:25:40,45.499356,-122.644651,45.499826,-122.644644,0.032,Fire activity has closed Powell from SE 21st to SE 22nd Avenue. Use an alternate route.,3263.0, SE 21st Ave,R,Portland,Multnomah,OR,97202-2365,US,US/Pacific,KPDX,2021-09-26 08:53:00,61.0,61.0,67.0,29.93,10.0,SSE,3.0,0.0,Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day,2021-09-26,2021,9,6,8
A-1397256,2,2021-06-30 13:22:00,2021-06-30 14:01:00,45.426071,-122.744249,45.409524,-122.744398,1.143,Slow traffic on Pacific Highway 1 S - I-5 S from Kruse Way (OR-217) exit [292] to Carman Dr exit [291] due to accident.,,I-5 S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-06-30 13:38:00,71.0,71.0,66.0,29.7,10.0,WSW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-30,2021,6,2,13
A-1397498,2,2021-05-16 08:21:44,2021-05-16 10:06:44,45.431674,-122.758494,45.426374,-122.751894,0.486,A crash has the right lane and left lanes closed NB north of 72nd Avenue. The center lane. is open. Use caution.,,Beaverton Tigard Fwy S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-05-16 07:53:00,55.0,55.0,74.0,29.78,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-05-16,2021,5,6,8
A-1397689,2,2021-12-19 20:23:33,2021-12-19 22:08:33,45.434947,-122.744332,45.433253,-122.744311,0.1169999999999999,Incident on I-5 SB near MP 293 Drive with caution.,,I-5 S,R,Portland,Washington,OR,97223,US,US/Pacific,KHIO,2021-12-19 20:19:00,39.0,39.0,100.0,29.7,10.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-19,2021,12,6,20
A-1397875,2,2021-10-07 08:16:30,2021-10-07 08:30:30,45.525164,-122.66528999999998,45.53964000000001,-122.670591,1.033,Slow traffic on Pacific Highway 1 N - I-5 N - US-30 W - Pacific Highway 1 S from OR-99E/Exit 300 (I-5) to I-405/US-30/Exit 302 (I-5) due to accident.,,I-5 N,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-07 08:31:00,43.0,39.0,93.0,30.15,0.25,NNW,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-07,2021,10,3,8
A-1398124,2,2021-12-23 18:30:30,2021-12-23 20:38:23,45.430749,-122.579216,45.433149,-122.579213,0.166,Slow traffic on OR-213 from OR-224 (OR-213) to SE Otty Rd (OR-213) due to accident.,12871.0, SE 82nd Ave,L,Portland,Clackamas,OR,97222,US,US/Pacific,KPDX,2021-12-23 18:53:00,43.0,38.0,76.0,29.54,10.0,SW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night,2021-12-23,2021,12,3,18
A-1398299,2,2021-09-26 18:45:00,2021-09-26 20:30:00,45.51439600000001,-122.667686,45.516906,-122.667076,0.176,Incident on I-5 NB near MP 301 Drive with caution.,,I-5 N,R,Portland,Multnomah,OR,97214,US,US/Pacific,KPDX,2021-09-26 18:53:00,74.0,74.0,38.0,29.73,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-26,2021,9,6,18
A-1398300,2,2021-06-29 20:47:50,2021-06-29 21:47:50,45.511668,-122.667192,45.521748,-122.665502,0.701,An unconfirmed report of a crash has been received. Use caution. Ramps Affected.,,Marquam Bridge,R,Portland,Multnomah,OR,97214,US,US/Pacific,KPDX,2021-06-29 20:53:00,78.0,78.0,56.0,29.74,10.0,NNW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-29,2021,6,1,20
A-1398301,2,2021-04-21 20:21:27,2021-04-21 22:21:27,45.515005,-122.667547,45.516906,-122.667076,0.133,Hazardous debris is causing no to minimum delays. Use caution.,,I-5 N,R,Portland,Multnomah,OR,97214,US,US/Pacific,KPDX,2021-04-21 19:53:00,66.0,66.0,40.0,29.89,10.0,NNW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021-04-21,2021,4,2,20
A-1399351,2,2021-06-03 16:55:30,2021-06-03 17:50:30,45.555146,-122.733615,45.566951,-122.75058,1.157,Stationary traffic on US-30 E - US-30 W from NW Yeon Ave/NW Kittridge Ave (US-30) to US-30 (Portland) (East) (US-30) due to accident.,4517.0, NW Saint Helens Rd,L,Portland,Multnomah,OR,97210-1272,US,US/Pacific,KVUO,2021-06-03 16:53:00,81.0,81.0,38.0,29.89,10.0,NW,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-06-03,2021,6,3,16
A-1399592,2,2021-10-05 17:22:59,2021-10-05 19:07:59,45.52968,-122.665172,45.530793,-122.665175,0.077,A crash has occurred causing no to minimum delays. Use caution.,,I-5 N,R,Portland,Multnomah,OR,97232,US,US/Pacific,KPDX,2021-10-05 17:22:00,56.0,56.0,87.0,29.96,7.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-10-05,2021,10,1,17
A-1399743,2,2021-03-18 01:48:50,2021-03-18 03:33:50,45.494802,-122.496684,45.494717,-122.496277,0.021,Incident on US-26 EB near MP 9 Drive with caution.,3801.0, SE 162nd Ave,R,Portland,Multnomah,OR,97236,US,US/Pacific,KTTD,2021-03-18 01:53:00,43.0,43.0,74.0,29.77,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2021-03-18,2021,3,3,1
A-1399799,2,2021-12-21 04:50:53,2021-12-21 05:50:53,45.42269,-122.58215,45.42258,-122.58217,0.008,A crash has closed one WB two EB and two NB lanes at Johnson Road. Use caution and expect delays.,,SE Johnson Rd,R,Portland,Clackamas,OR,97222,US,US/Pacific,KPDX,2021-12-21 04:53:00,35.0,35.0,82.0,30.11,10.0,NNW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2021-12-21,2021,12,1,4
A-1400267,2,2021-08-19 12:04:00,2021-08-19 17:55:30,45.583817,-122.679143,45.536891,-122.668515,3.283,Slow traffic on US-30 E - Pacific Highway 1 S - I-5 S from Victory Blvd/Exit 306 (I-5) to N Broadway St/Exit 302 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-08-19 11:53:00,68.0,68.0,56.0,30.08,10.0,SW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021-08-19,2021,8,3,12
A-1400294,2,2021-09-10 17:55:00,2021-09-10 18:31:30,45.521024,-122.665754,45.506994,-122.670764,0.999,Slow traffic on Marquam Brg S - Pacific Highway 1 S - I-5 S from Exit 300 (I-5) to I-405 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97214,US,US/Pacific,KPDX,2021-09-10 17:53:00,69.0,69.0,63.0,30.04,10.0,SSE,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-10,2021,9,4,17
A-1400847,2,2021-08-04 09:30:30,2021-08-04 13:45:00,45.53195,-122.617968,45.525293,-122.663556,2.254,Stationary traffic on I-84 W - US-30 W from 43rd Ave exit [2] to US-30 E due to accident.,,I-84 W,R,Portland,Multnomah,OR,97213,US,US/Pacific,KPDX,2021-08-04 09:53:00,71.0,71.0,63.0,29.97,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-08-04,2021,8,2,9
A-1400878,2,2021-06-17 10:32:07.000000000,2021-06-17 12:32:07.000000000,45.560849,-122.563616,45.561559,-122.565526,0.105,A stall has the WB right lane closed at I-205. Use caution.,,NE Killingsworth St,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-06-17 10:53:00,70.0,70.0,53.0,30.15,10.0,WNW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-17,2021,6,3,10
A-1400912,2,2021-09-27 09:35:01.000000000,2021-09-27 17:35:01.000000000,45.479648,-122.566006,45.478337,-122.565967,0.091,High water is causing no to minimum delays. Use caution.,,E Portland Fwy S,R,Portland,Multnomah,OR,97266,US,US/Pacific,KPDX,2021-09-27 09:53:00,58.0,58.0,87.0,29.82,10.0,SE,12.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-27,2021,9,0,9
A-1401295,4,2021-10-25 07:01:48.000000000,2021-10-25 08:46:48.000000000,45.495502,-122.578734,45.49482,-122.57874,0.047,Incident on OR-213 SB near MP 4 Road closed. Take alternate route.,3663.0, SE 82nd Ave,R,Portland,Multnomah,OR,97266-2905,US,US/Pacific,KPDX,2021-10-25 06:53:00,57.0,57.0,51.0,29.4,10.0,S,16.0,0.0,Light Rain,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Day,Day,2021-10-25,2021,10,0,7
A-1401379,2,2021-09-15 15:21:00.000000000,2021-09-15 15:35:00.000000000,45.576988,-122.544574,45.59718400000001,-122.550071,1.42,Slow traffic on Veterans Memorial Fwy N - I-205 N - E Portland Fwy N from Airport Way/Exit 24 (I-205) to WA-14/Exit 27 (I-205) due to accident.,,E Portland Fwy N,R,Portland,Multnomah,OR,97230,US,US/Pacific,KTTD,2021-09-15 14:53:00,71.0,71.0,31.0,30.03,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-15,2021,9,2,15
A-1401606,2,2021-12-30 21:48:38.000000000,2021-12-30 23:48:38.000000000,45.493644,-122.67365,45.470044,-122.68314,1.694,A disabled vehicle is creating a hazard. Use caution.,,I-5 S,R,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-12-30 21:53:00,39.0,36.0,79.0,29.77,10.0,WNW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-12-30,2021,12,3,21
A-1402152,2,2021-11-15 17:32:30.000000000,2021-11-15 18:55:30.000000000,45.497154,-122.6349,45.49733300000001,-122.621876,0.631,Stationary traffic on US-26 E - US-26 W from SE Milwaukie Ave (SE Powell Blvd/US-26) to SE 52nd Ave (US-26) due to accident.,2964.0, SE Powell Blvd,R,Portland,Multnomah,OR,97202-2054,US,US/Pacific,KPDX,2021-11-15 17:53:00,49.0,44.0,69.0,30.07,10.0,W,12.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-11-15,2021,11,0,17
A-1402176,2,2021-03-25 02:17:28.000000000,2021-03-25 03:17:28.000000000,45.54334,-122.559281,45.54742,-122.550421,0.513,A crash has occurred causing no to minimum delays. Use caution.,,I-84 E,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-03-25 01:53:00,45.0,43.0,80.0,29.86,10.0,SW,5.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-03-25,2021,3,3,2
A-1403296,2,2021-06-26 12:54:30,2021-06-26 13:14:30,45.522874,-122.818032,45.522134,-122.815706,0.124,Slow traffic from exit [67] to US-26 E due to accident.,,Sunset Hwy E,R,Portland,Washington,OR,97229,US,US/Pacific,KVUO,2021-06-26 12:53:00,93.0,93.0,39.0,29.9,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-06-26,2021,6,5,12
A-1403590,2,2021-12-06 06:38:00,2021-12-06 12:05:30,45.605635,-122.682378,45.566842,-122.678735,2.6860000000000004,Stationary traffic on Pacific Highway 1 S - I-5 S from N Tomahawk Island Dr/Exit 308 (I-5) to Portland Blvd/Exit 304 (I-5) due to accident.,,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2021-12-06 06:41:00,40.0,35.0,100.0,30.13,5.0,ESE,7.0,0.08,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021-12-06,2021,12,0,6
A-1403895,2,2021-12-11 07:56:47,2021-12-11 15:56:47,45.48004,-122.681998,45.48245,-122.680498,0.182,An unconfirmed report of hazardous tree or vegetation has been received. Use caution.,6000.0, SW Capitol Hwy,L,Portland,Multnomah,OR,97239,US,US/Pacific,KPDX,2021-12-11 07:53:00,48.0,40.0,77.0,29.65,9.0,SSW,24.0,0.07,Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-12-11,2021,12,5,7
A-1404404,2,2021-10-21 04:56:37,2021-10-21 06:56:37,45.573613,-122.547457,45.57288,-122.549246,0.1,A stall has the right lane closed on the ramp from I-205 Southbound to Airport Way use caution.,12012.0, NE Marine Dr,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-10-21 04:53:00,55.0,55.0,69.0,29.82,10.0,E,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021-10-21,2021,10,3,4
A-1404465,2,2021-09-24 16:24:26,2021-09-24 18:09:26,45.568875,-122.552264,45.574655,-122.545944,0.503,Incident on I-205 NB near MP 24 Drive with caution.,,E Portland Fwy N,R,Portland,Multnomah,OR,97220,US,US/Pacific,KPDX,2021-09-24 16:53:00,88.0,88.0,21.0,29.82,10.0,E,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021-09-24,2021,9,4,16
